RD,ID,Date,IUCR,IUCR Primary Description,Weapon Used,Status,Address,City,Beat,District
HW471614,9328032,09/28/13,041A,BATTERY,FIREARM,1-SUSPENDED,47XX N SACRAMENTO AVE,CHICAGO,1713,17
HW471952,9328231,09/29/13,041A,BATTERY,FIREARM,1-SUSPENDED,80XX S LOOMIS BLVD,CHICAGO,0612,06
HW472145,9328465,09/29/13,041A,BATTERY,FIREARM,1-SUSPENDED,27XX E 80TH ST,CHICAGO,0422,04
HW472481,9328798,09/29/13,041A,BATTERY,FIREARM,5-EX CLEARED CLOSED,27XX E 79TH ST,CHICAGO,0422,04
HW472486,9328718,09/29/13,041A,BATTERY,FIREARM,1-SUSPENDED,66XX S CHAMPLAIN AVE,CHICAGO,0321,03
HW472698,9328948,09/29/13,041A,BATTERY,FIREARM,1-SUSPENDED,43XX S BERKELEY AVE,CHICAGO,0222,02
HW473298,9329835,09/30/13,110,HOMICIDE,FIREARM,3-CLEARED CLOSED,6XX E 62ND ST,CHICAGO,0313,03
HW473909,9330050,09/30/13,041A,BATTERY,FIREARM,1-SUSPENDED,11XX N LAMON AVE,CHICAGO,1531,15
HW474215,9330437,09/30/13,041A,BATTERY,FIREARM,1-SUSPENDED,70XX S PAXTON AVE,CHICAGO,0331,03
HW475829,9331862,10/01/13,041A,BATTERY,FIREARM,1-SUSPENDED,21XX E 97TH ST,CHICAGO,0431,04
HW475928,9331968,10/01/13,041A,BATTERY,FIREARM,1-SUSPENDED,7XX E 133RD ST,CHICAGO,0533,05
HW476904,9333275,10/02/13,031A,ROBBERY,FIREARM,0-OPEN ASSIGNED,45XX S WOODLAWN AVE,CHICAGO,0222,02
HW477009,9333169,10/02/13,041A,BATTERY,FIREARM,1-SUSPENDED,9XX S SPRINGFIELD AVE,CHICAGO,1132,11
HW477412,9333523,10/02/13,041A,BATTERY,FIREARM,3-CLEARED CLOSED,26XX W 24TH ST,CHICAGO,1034,10
HW477755,9334514,10/03/13,041A,BATTERY,FIREARM,4-CLEARED OPEN,10XX E 80TH ST,CHICAGO,0624,06
HW477890,9334502,10/03/13,041A,BATTERY,FIREARM,1-SUSPENDED,72XX S COLES AVE,CHICAGO,0334,03
HW478186,9334738,10/03/13,033A,ROBBERY,FIREARM,1-SUSPENDED,53XX W MADISON ST,CHICAGO,1522,15
HW478644,9334982,10/03/13,041A,BATTERY,FIREARM,1-SUSPENDED,73XX S DORCHESTER AVE,CHICAGO,0324,03
HW478731,9334995,10/03/13,041A,BATTERY,FIREARM,1-SUSPENDED,4XX E 69TH ST,CHICAGO,0322,03
HW478864,9335045,10/03/13,041A,BATTERY,FIREARM,1-SUSPENDED,47XX S LAKE PARK AVE,CHICAGO,0222,02
HW478887,9335088,10/04/13,041A,BATTERY,FIREARM,1-SUSPENDED,40XX N LONG AVE,CHICAGO,1624,16
HW479111,9335635,10/04/13,041A,BATTERY,FIREARM,1-SUSPENDED,18XX W 77TH ST,CHICAGO,0611,06
HW479756,9336337,10/04/13,041A,BATTERY,FIREARM,5-EX CLEARED CLOSED,39XX W ARTHINGTON ST,CHICAGO,1132,11
HW479835,9336282,10/04/13,041A,BATTERY,FIREARM,1-SUSPENDED,74XX N HOYNE AVE,CHICAGO,2424,24
HW479931,9336548,10/04/13,041A,BATTERY,FIREARM,1-SUSPENDED,69XX S HARVARD AVE,CHICAGO,0731,07
HW479960,9336470,10/04/13,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,4XX S CENTRAL AVE,CHICAGO,1522,15
HW480054,9336547,10/04/13,041A,BATTERY,FIREARM,5-EX CLEARED CLOSED,18XX W 58TH ST,CHICAGO,0715,07
HW480317,9336672,10/05/13,041A,BATTERY,FIREARM,1-SUSPENDED,32XX W MAYPOLE AVE,CHICAGO,1123,11
HW480739,9337072,10/05/13,041A,BATTERY,FIREARM,1-SUSPENDED,17XX W 64TH ST,CHICAGO,0725,07
HW480972,9337201,10/05/13,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,117XX S MORGAN ST,CHICAGO,0524,05
HW481455,9337534,10/05/13,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,110XX S VERNON AVE,CHICAGO,0513,05
HW482912,9339284,10/07/13,041A,BATTERY,FIREARM,3-CLEARED CLOSED,20XX S CALIFORNIA AVE,CHICAGO,1023,10
HW483473,9339660,10/07/13,041A,BATTERY,FIREARM,1-SUSPENDED,55XX S HALSTED ST,CHICAGO,0711,07
HW483484,9339770,10/07/13,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,73XX S DORCHESTER AVE,CHICAGO,0324,03
HW483640,9339855,10/07/13,041A,BATTERY,FIREARM,1-SUSPENDED,57XX S WINCHESTER AVE,CHICAGO,0715,07
HW483655,9339903,10/07/13,041A,BATTERY,FIREARM,1-SUSPENDED,66XX S PEORIA ST,CHICAGO,0723,07
HW484084,9340118,10/07/13,041A,BATTERY,FIREARM,1-SUSPENDED,2XX N CENTRAL AVE,CHICAGO,1512,15
HW484172,9340172,10/08/13,041A,BATTERY,FIREARM,1-SUSPENDED,21XX N NARRAGANSETT AVE,CHICAGO,2512,25
HW485165,9341265,10/08/13,041A,BATTERY,FIREARM,1-SUSPENDED,48XX W SUPERIOR ST,CHICAGO,1531,15
HW485287,9341296,10/08/13,041A,BATTERY,FIREARM,1-SUSPENDED,XX E 118TH PL,CHICAGO,0532,05
HW485385,9341372,10/08/13,041A,BATTERY,FIREARM,1-SUSPENDED,12XX W 73RD PL,CHICAGO,0734,07
HW485370,9341376,10/08/13,041A,BATTERY,FIREARM,3-CLEARED CLOSED,77XX S ESSEX AVE,CHICAGO,0421,04
HW485538,9341521,10/09/13,041A,BATTERY,FIREARM,1-SUSPENDED,2XX N KILDARE AVE,CHICAGO,1114,11
HW485498,9341525,10/09/13,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,6XX N SPRINGFIELD AVE,CHICAGO,1122,11
HW486350,9342809,10/09/13,041A,BATTERY,FIREARM,1-SUSPENDED,50XX S PEORIA ST,CHICAGO,0933,09
HW486657,9342982,10/09/13,041A,BATTERY,FIREARM,1-SUSPENDED,11XX W 112TH ST,CHICAGO,2234,22
HW486668,9343038,10/09/13,041A,BATTERY,FIREARM,1-SUSPENDED,113XX S EGGLESTON AVE,CHICAGO,2233,22
HW486706,9343185,10/09/13,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,89XX S MAY ST,CHICAGO,2222,22
HW486725,9343205,10/09/13,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,67XX S CHAPPEL AVE,CHICAGO,0331,03
HW486747,9343056,10/09/13,041A,BATTERY,FIREARM,0-OPEN ASSIGNED,24XX S TRUMBULL AVE,CHICAGO,1024,10
HW486881,9343171,10/09/13,041A,BATTERY,FIREARM,0-OPEN ASSIGNED,117XX S NORMAL AVE,CHICAGO,0522,05
HW487969,9344473,10/10/13,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,44XX W ADAMS ST,CHICAGO,1113,11
HW488098,9344534,10/10/13,041A,BATTERY,FIREARM,1-SUSPENDED,23XX E 102ND ST,CHICAGO,0431,04
HW488183,9344657,10/10/13,041A,BATTERY,FIREARM,1-SUSPENDED,2XX E 120TH PL,CHICAGO,0532,05
HW488314,9344816,10/11/13,041A,BATTERY,FIREARM,1-SUSPENDED,80XX S EXCHANGE AVE,CHICAGO,0422,04
HW489515,9346217,10/11/13,041A,BATTERY,FIREARM,3-CLEARED CLOSED,15XX E 61ST ST,CHICAGO,0314,03
HW489552,9346186,10/11/13,041A,BATTERY,FIREARM,1-SUSPENDED,33XX N WHIPPLE ST,CHICAGO,1733,17
HW489690,9346272,10/12/13,041A,BATTERY,FIREARM,1-SUSPENDED,3XX N CENTRAL AVE,CHICAGO,1512,15
HW489780,9346367,10/12/13,041A,BATTERY,FIREARM,1-SUSPENDED,12XX N SPRINGFIELD AVE,CHICAGO,2535,25
HW489783,9346368,10/12/13,041A,BATTERY,FIREARM,1-SUSPENDED,XX S CENTRAL AVE,CHICAGO,1513,15
HW490885,9347320,10/13/13,041A,BATTERY,FIREARM,1-SUSPENDED,XX E 102ND ST,CHICAGO,0511,05
HW490952,9347358,10/13/13,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,3XX S CICERO AVE,CHICAGO,1533,15
HW491043,9347434,10/13/13,041A,BATTERY,FIREARM,1-SUSPENDED,21XX W FULLERTON AVE,CHICAGO,1432,14
HW491418,9347769,10/13/13,041A,BATTERY,FIREARM,1-SUSPENDED,72XX S GREEN ST,CHICAGO,0733,07
HW491695,9347988,10/13/13,041A,BATTERY,FIREARM,0-OPEN ASSIGNED,59XX W IOWA ST,CHICAGO,1511,15
HW491748,9348079,10/13/13,041A,BATTERY,FIREARM,1-SUSPENDED,XX W 105TH ST,CHICAGO,0512,05
HW491829,9348051,10/13/13,041A,BATTERY,FIREARM,1-SUSPENDED,70XX S EGGLESTON AVE,CHICAGO,0732,07
HW492267,9348561,10/14/13,110,HOMICIDE,FIREARM,3-CLEARED CLOSED,8XX E 82ND ST,CHICAGO,0631,06
HW492908,9349043,10/14/13,041A,BATTERY,FIREARM,3-CLEARED CLOSED,71XX S STATE ST,CHICAGO,0323,03
HW493113,9349051,10/14/13,041A,BATTERY,FIREARM,1-SUSPENDED,6XX N CICERO AVE,CHICAGO,1111,11
HW493109,9349115,10/14/13,041A,BATTERY,FIREARM,6-EX CLEARED OPEN,38XX W POLK ST,CHICAGO,1133,11
HW493216,9349161,10/14/13,041A,BATTERY,FIREARM,1-SUSPENDED,51XX W DICKENS AVE,CHICAGO,2522,25
HW494374,9350658,10/15/13,041A,BATTERY,FIREARM,1-SUSPENDED,39XX W FILLMORE ST,CHICAGO,1132,11
HW494555,9350725,10/15/13,041A,BATTERY,FIREARM,1-SUSPENDED,117XX S EGGLESTON AVE,CHICAGO,0522,05
HW494552,9350747,10/15/13,041A,BATTERY,FIREARM,1-SUSPENDED,42XX W JACKSON BLVD,CHICAGO,1132,11
HW495229,9351780,10/16/13,110,HOMICIDE,FIREARM,3-CLEARED CLOSED,105XX S LAFAYETTE AVE,CHICAGO,0512,05
HW495602,9351988,10/16/13,041A,BATTERY,FIREARM,1-SUSPENDED,21XX S ASHLAND AVE,CHICAGO,1234,12
HW495662,9351971,10/16/13,041A,BATTERY,FIREARM,1-SUSPENDED,15XX W FULLERTON AVE,CHICAGO,1932,19
HW495956,9352275,10/17/13,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,19XX W OGDEN AVE,CHICAGO,1231,12
HW495940,9352217,10/17/13,041A,BATTERY,FIREARM,1-SUSPENDED,12XX N WOLCOTT AVE,CHICAGO,1424,14
HW496816,9353546,10/17/13,041A,BATTERY,FIREARM,1-SUSPENDED,38XX W 84TH ST,CHICAGO,0834,08
HW497172,9353789,10/17/13,041A,BATTERY,FIREARM,5-EX CLEARED CLOSED,72XX S PRAIRIE AVE,CHICAGO,0323,03
HW497821,9354772,10/18/13,041A,BATTERY,FIREARM,1-SUSPENDED,90XX S MARSHFIELD AVE,CHICAGO,2221,22
HW498461,9355217,10/18/13,041A,BATTERY,FIREARM,1-SUSPENDED,9XX E 82ND ST,CHICAGO,0631,06
HW498484,9355239,10/18/13,041A,BATTERY,FIREARM,1-SUSPENDED,43XX S PRINCETON AVE,CHICAGO,0925,09
HW498504,9355275,10/18/13,041A,BATTERY,FIREARM,1-SUSPENDED,23XX W FULLERTON AVE,CHICAGO,1432,14
HW498643,9355320,10/19/13,041A,BATTERY,FIREARM,1-SUSPENDED,107XX S PARNELL AVE,CHICAGO,2233,22
HW499100,9355770,10/19/13,041A,BATTERY,FIREARM,1-SUSPENDED,21XX W 68TH PL,CHICAGO,0726,07
HW499300,9355869,10/19/13,041A,BATTERY,FIREARM,1-SUSPENDED,10XX N RIDGEWAY AVE,CHICAGO,1112,11
HW499819,9356283,10/20/13,041A,BATTERY,FIREARM,3-CLEARED CLOSED,116XX S PERRY AVE,CHICAGO,0522,05
HW499949,9356296,10/20/13,041A,BATTERY,FIREARM,1-SUSPENDED,9XX W 19TH ST,CHICAGO,1235,12
HW500393,9356659,10/20/13,041A,BATTERY,FIREARM,1-SUSPENDED,18XX W MARQUETTE RD,CHICAGO,0726,07
HW500633,9356907,10/20/13,041A,BATTERY,FIREARM,1-SUSPENDED,50XX S ELIZABETH ST,CHICAGO,0933,09
HW500928,9357132,10/20/13,041A,BATTERY,FIREARM,5-EX CLEARED CLOSED,78XX S LAFAYETTE AVE,CHICAGO,0623,06
HW501021,9357152,10/21/13,041A,BATTERY,FIREARM,1-SUSPENDED,46XX W MADISON ST,CHICAGO,1113,11
HW501750,9358695,10/21/13,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,82XX S ELLIS AVE,CHICAGO,0631,06
HW502432,9358824,10/22/13,041A,BATTERY,FIREARM,1-SUSPENDED,89XX S ESCANABA AVE,CHICAGO,0423,04
HW502440,9358829,10/22/13,041A,BATTERY,FIREARM,1-SUSPENDED,75XX S MICHIGAN AVE,CHICAGO,0623,06
HW503601,9360217,10/22/13,041A,BATTERY,FIREARM,5-EX CLEARED CLOSED,43XX S WENTWORTH AVE,CHICAGO,0925,09
HW505072,9361954,10/24/13,041A,BATTERY,FIREARM,1-SUSPENDED,76XX S STATE ST,CHICAGO,0623,06
HW506057,9363127,10/24/13,041A,BATTERY,FIREARM,1-SUSPENDED,65XX N BOSWORTH AVE,CHICAGO,2432,24
HW507308,9364668,10/25/13,041A,BATTERY,FIREARM,1-SUSPENDED,11XX W WILSON AVE,CHICAGO,1913,19
HW507425,9364652,10/25/13,041A,BATTERY,FIREARM,4-CLEARED OPEN,66XX S BELL AVE,CHICAGO,0832,08
HW507691,9364813,10/26/13,041A,BATTERY,FIREARM,3-CLEARED CLOSED,21XX N MULLIGAN AVE,CHICAGO,2512,25
HW507723,9364818,10/26/13,041A,BATTERY,FIREARM,1-SUSPENDED,21XX S PAULINA ST,CHICAGO,1234,12
HW508732,9365577,10/26/13,041A,BATTERY,FIREARM,1-SUSPENDED,115XX S RACINE AVE,CHICAGO,0524,05
HW508146,9365198,10/26/13,041A,BATTERY,FIREARM,5-EX CLEARED CLOSED,15XX S CHRISTIANA AVE,CHICAGO,1021,10
HW508289,9366108,10/26/13,041A,BATTERY,FIREARM,1-SUSPENDED,61XX S KIMBARK AVE,CHICAGO,0314,03
HW508414,9365378,10/26/13,041A,BATTERY,FIREARM,1-SUSPENDED,8XX E 63RD ST,CHICAGO,0313,03
HW508458,9365484,10/26/13,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,6XX W 89TH ST,CHICAGO,2223,22
HW508520,9365422,10/26/13,041A,BATTERY,FIREARM,1-SUSPENDED,131XX S LANGLEY AVE,CHICAGO,0533,05
HW508631,9365500,10/26/13,041A,BATTERY,FIREARM,1-SUSPENDED,4XX E 73RD ST,CHICAGO,0323,03
HW508665,9365584,10/26/13,041A,BATTERY,FIREARM,1-SUSPENDED,32XX W WABANSIA AVE,CHICAGO,1422,14
HW508750,9365624,10/26/13,031A,ROBBERY,FIREARM,1-SUSPENDED,54XX W HURON ST,CHICAGO,1524,15
HW508800,9365677,10/27/13,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,37XX W LAWRENCE AVE,CHICAGO,1712,17
HW509480,9366284,10/27/13,041A,BATTERY,FIREARM,1-SUSPENDED,57XX S HOYNE AVE,CHICAGO,0715,07
HW509746,9366445,10/27/13,041A,BATTERY,FIREARM,1-SUSPENDED,54XX S CORNELL AVE,CHICAGO,0234,02
HW509773,9366410,10/27/13,041A,BATTERY,FIREARM,1-SUSPENDED,58XX W SUPERIOR ST,CHICAGO,1511,15
HW509988,9366622,10/28/13,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,12XX W 72ND PL,CHICAGO,0734,07
HW510442,9367258,10/28/13,041A,BATTERY,FIREARM,1-SUSPENDED,48XX W GLADYS AVE,CHICAGO,1533,15
HW510593,9367582,10/28/13,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,15XX S CHRISTIANA AVE,CHICAGO,1021,10
HW510736,9367734,10/28/13,041A,BATTERY,FIREARM,3-CLEARED CLOSED,75XX S SOUTH SHORE DR,CHICAGO,0421,04
HW510959,9367803,10/28/13,041A,BATTERY,FIREARM,1-SUSPENDED,79XX S EUCLID AVE,CHICAGO,0414,04
HW511165,9367946,10/28/13,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,53XX W ADAMS ST,CHICAGO,1522,15
HW511385,9368095,10/29/13,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,26XX N SAWYER AVE,CHICAGO,1412,14
HW511423,9368290,10/29/13,041A,BATTERY,FIREARM,1-SUSPENDED,36XX W LEXINGTON ST,CHICAGO,1133,11
HW512367,9369145,10/29/13,041A,BATTERY,FIREARM,1-SUSPENDED,101XX S EBERHART AVE,CHICAGO,0511,05
HW512539,9369190,10/29/13,041A,BATTERY,FIREARM,1-SUSPENDED,17XX W LAKE ST,CHICAGO,1224,12
HW512649,9369318,10/29/13,041A,BATTERY,FIREARM,1-SUSPENDED,75XX S INDIANA AVE,CHICAGO,0623,06
HW513746,9370804,10/30/13,033A,ROBBERY,FIREARM,1-SUSPENDED,50XX W VAN BUREN ST,CHICAGO,1533,15
HW514011,9371041,10/30/13,031A,ROBBERY,FIREARM,5-EX CLEARED CLOSED,92XX S BLACKSTONE AVE,CHICAGO,0413,04
HW514163,9371006,10/31/13,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,121XX S UNION AVE,CHICAGO,0523,05
HW514629,9371784,10/31/13,041A,BATTERY,FIREARM,1-SUSPENDED,82XX S JUSTINE ST,CHICAGO,0614,06
HW515393,9372436,10/31/13,041A,BATTERY,FIREARM,1-SUSPENDED,78XX S EMERALD AVE,CHICAGO,0621,06
HW515459,9372500,10/31/13,041A,BATTERY,FIREARM,1-SUSPENDED,5XX N CENTRAL AVE,CHICAGO,1523,15
HW515621,9372723,10/31/13,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,86XX S MORGAN ST,CHICAGO,0613,06
HW515646,9372677,10/31/13,041A,BATTERY,FIREARM,1-SUSPENDED,5XX W 116TH ST,CHICAGO,0524,05
HW515743,9372692,11/01/13,041A,BATTERY,FIREARM,1-SUSPENDED,57XX S LAFLIN ST,CHICAGO,0713,07
HW515845,9372792,11/01/13,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,23XX N MENARD AVE,CHICAGO,2515,25
HW515870,9372803,11/01/13,041A,BATTERY,FIREARM,1-SUSPENDED,64XX N WASHTENAW AVE,CHICAGO,2412,24
HW516284,9373613,11/01/13,041A,BATTERY,FIREARM,1-SUSPENDED,63XX S VERNON AVE,CHICAGO,0312,03
HW516556,9373857,11/01/13,041A,BATTERY,FIREARM,3-CLEARED CLOSED,109XX S PERRY AVE,CHICAGO,0513,05
HW517366,9374234,11/01/13,041A,BATTERY,FIREARM,5-EX CLEARED CLOSED,33XX W MAYPOLE AVE,CHICAGO,1123,11
HW517185,9374142,11/01/13,041A,BATTERY,FIREARM,1-SUSPENDED,47XX N SHERIDAN RD,CHICAGO,1914,19
HW517415,9374354,11/02/13,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,42XX W WEST END AVE,CHICAGO,1114,11
HW517432,9374383,11/02/13,033A,ROBBERY,FIREARM,1-SUSPENDED,44XX W MAYPOLE AVE,CHICAGO,1113,11
HW518213,9375070,11/02/13,110,HOMICIDE,FIREARM,5-EX CLEARED CLOSED,65XX S HERMITAGE AVE,CHICAGO,0725,07
HW518285,9375002,11/02/13,041A,BATTERY,FIREARM,1-SUSPENDED,26XX W 61ST ST,CHICAGO,0825,08
HW518469,9375131,11/02/13,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,33XX W VAN BUREN ST,CHICAGO,1134,11
HW518581,9375135,11/03/13,041A,BATTERY,FIREARM,1-SUSPENDED,61XX S BISHOP ST,CHICAGO,0713,07
HW519042,9375558,11/03/13,041A,BATTERY,FIREARM,1-SUSPENDED,15XX N WESTERN AVE,CHICAGO,1423,14
HW519165,9375743,11/03/13,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,65XX S BISHOP ST,CHICAGO,0725,07
HW519549,9375994,11/03/13,041A,BATTERY,FIREARM,5-EX CLEARED CLOSED,24XX E 83RD ST,CHICAGO,0423,04
HW520536,9377038,11/04/13,041A,BATTERY,FIREARM,1-SUSPENDED,87XX S RACINE AVE,CHICAGO,2222,22
HW520662,9377097,11/04/13,041A,BATTERY,FIREARM,1-SUSPENDED,50XX S COTTAGE GROVE AVE,CHICAGO,0223,02
HW520692,9377114,11/04/13,041A,BATTERY,FIREARM,1-SUSPENDED,9XX N LAVERGNE AVE,CHICAGO,1531,15
HW520740,9377191,11/04/13,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,60XX S TALMAN AVE,CHICAGO,0825,08
HW520801,9377151,11/04/13,041A,BATTERY,FIREARM,1-SUSPENDED,16XX S HOMAN AVE,CHICAGO,1021,10
HW520859,9377198,11/04/13,031A,ROBBERY,FIREARM,1-SUSPENDED,3XX S LOTUS AVE,CHICAGO,1522,15
HW522306,9378967,11/05/13,033A,ROBBERY,FIREARM,1-SUSPENDED,50XX W DIVISION ST,CHICAGO,2533,25
HW522499,9379128,11/06/13,041A,BATTERY,FIREARM,1-SUSPENDED,61XX S MORGAN ST,CHICAGO,0712,07
HW522720,9379643,11/06/13,041A,BATTERY,FIREARM,3-CLEARED CLOSED,72XX S CARPENTER ST,CHICAGO,0733,07
HW522904,9380065,11/06/13,041A,BATTERY,FIREARM,1-SUSPENDED,64XX S SANGAMON ST,CHICAGO,0723,07
HW523341,9380542,11/06/13,110,HOMICIDE,FIREARM,3-CLEARED CLOSED,87XX S LOOMIS ST,CHICAGO,2222,22
HW523425,9380367,11/06/13,041A,BATTERY,FIREARM,1-SUSPENDED,6XX N AVERS AVE,CHICAGO,1122,11
HW523400,9380455,11/06/13,041A,BATTERY,FIREARM,3-CLEARED CLOSED,56XX S MOZART ST,CHICAGO,0824,08
HW523463,9380629,11/06/13,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,14XX W 73RD PL,CHICAGO,0734,07
HW523639,9380539,11/06/13,041A,BATTERY,FIREARM,1-SUSPENDED,27XX W 22ND PL,CHICAGO,1034,10
HW524981,9381886,11/07/13,041A,BATTERY,FIREARM,1-SUSPENDED,83XX S MARQUETTE AVE,CHICAGO,0423,04
HW526163,9383307,11/08/13,041A,BATTERY,FIREARM,1-SUSPENDED,88XX S COMMERCIAL AVE,CHICAGO,0423,04
HW526410,9383386,11/08/13,041A,BATTERY,FIREARM,1-SUSPENDED,59XX S TALMAN AVE,CHICAGO,0824,08
HW527164,9384162,11/09/13,041A,BATTERY,FIREARM,3-CLEARED CLOSED,74XX S MORGAN ST,CHICAGO,0733,07
HW527260,9384114,11/09/13,041A,BATTERY,FIREARM,1-SUSPENDED,48XX W HURON ST,CHICAGO,1531,15
HW527484,9384277,11/09/13,041A,BATTERY,FIREARM,1-SUSPENDED,3XX W 119TH ST,CHICAGO,0522,05
HW527500,9384324,11/09/13,041A,BATTERY,FIREARM,3-CLEARED CLOSED,89XX S UNION AVE,CHICAGO,2223,22
HW527641,9384378,11/09/13,041A,BATTERY,FIREARM,1-SUSPENDED,1XX E SUPERIOR ST,CHICAGO,1834,18
HW527653,9384481,11/09/13,041A,BATTERY,FIREARM,1-SUSPENDED,9XX E 82ND ST,CHICAGO,0631,06
HW528429,9384998,11/10/13,041A,BATTERY,FIREARM,1-SUSPENDED,110XX S ASHLAND AVE,CHICAGO,2234,22
HW529477,9386063,11/11/13,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,59XX S WINCHESTER AVE,CHICAGO,0714,07
HW529757,9386019,11/11/13,041A,BATTERY,FIREARM,1-SUSPENDED,47XX N BEACON ST,CHICAGO,1913,19
HW529834,9386218,11/11/13,031A,ROBBERY,FIREARM,1-SUSPENDED,11XX E 47TH ST,CHICAGO,0222,02
HW530664,9387444,11/12/13,041A,BATTERY,FIREARM,1-SUSPENDED,34XX W FLOURNOY ST,CHICAGO,1133,11
HW530930,9387626,11/12/13,041A,BATTERY,FIREARM,1-SUSPENDED,68XX S EAST END AVE,CHICAGO,0332,03
HW531041,9387643,11/12/13,041A,BATTERY,FIREARM,1-SUSPENDED,11XX W 58TH ST,CHICAGO,0712,07
HW531240,9387756,11/12/13,110,HOMICIDE,FIREARM,3-CLEARED CLOSED,42XX W LAKE ST,CHICAGO,1114,11
HW531257,9387783,11/12/13,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,22XX S OAKLEY AVE,CHICAGO,1034,10
HW531925,9388928,11/13/13,110,HOMICIDE,FIREARM,3-CLEARED CLOSED,8XX W 59TH ST,CHICAGO,0712,07
HW532668,9389143,11/14/13,041A,BATTERY,FIREARM,1-SUSPENDED,124XX S STEWART AVE,CHICAGO,0523,05
HW532767,9389872,11/14/13,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,82XX S DREXEL AVE,CHICAGO,0631,06
HW533683,9390377,11/14/13,110,HOMICIDE,FIREARM,4-CLEARED OPEN,30XX S KARLOV AVE,CHICAGO,1031,10
HW533515,9390295,11/14/13,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,66XX S STONY ISLAND AVE,CHICAGO,0321,03
HW533670,9390359,11/14/13,041A,BATTERY,FIREARM,1-SUSPENDED,48XX W JACKSON BLVD,CHICAGO,1533,15
HW534176,9391180,11/15/13,041A,BATTERY,FIREARM,3-CLEARED CLOSED,17XX W GARFIELD BLVD,CHICAGO,0715,07
HW534898,9391727,11/15/13,041A,BATTERY,FIREARM,1-SUSPENDED,19XX E 95TH ST,CHICAGO,0431,04
HW535402,9392078,11/16/13,041A,BATTERY,FIREARM,1-SUSPENDED,41XX S WESTERN AVE,CHICAGO,0921,09
HW535427,9392151,11/16/13,041A,BATTERY,FIREARM,5-EX CLEARED CLOSED,5XX W GRAND AVE,CHICAGO,1214,12
HW535512,9392195,11/16/13,041A,BATTERY,FIREARM,1-SUSPENDED,33XX W 60TH PL,CHICAGO,0823,08
HW536400,9392824,11/16/13,041A,BATTERY,FIREARM,1-SUSPENDED,52XX W CONGRESS PKWY,CHICAGO,1522,15
HW536580,9393028,11/17/13,041A,BATTERY,FIREARM,5-EX CLEARED CLOSED,9XX E 76TH ST,CHICAGO,0624,06
HW536590,9392973,11/17/13,041A,BATTERY,FIREARM,1-SUSPENDED,73XX N CAMPBELL AVE,CHICAGO,2411,24
HW536620,9392984,11/17/13,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,16XX W 44TH ST,CHICAGO,0924,09
HW536626,9393012,11/17/13,041A,BATTERY,FIREARM,1-SUSPENDED,51XX W MAYPOLE AVE,CHICAGO,1532,15
HW536676,9393015,11/17/13,031A,ROBBERY,FIREARM,1-SUSPENDED,78XX S BURNHAM AVE,CHICAGO,0421,04
HW536693,9392988,11/17/13,041A,BATTERY,FIREARM,1-SUSPENDED,35XX W DOUGLAS BLVD,CHICAGO,1021,10
HW537028,9393354,11/17/13,041A,BATTERY,FIREARM,1-SUSPENDED,80XX S MANISTEE AVE,CHICAGO,0422,04
HW538765,9395028,11/18/13,041A,BATTERY,FIREARM,1-SUSPENDED,72XX S HALSTED ST,CHICAGO,0732,07
HW538736,9395173,11/18/13,110,HOMICIDE,FIREARM,3-CLEARED CLOSED,48XX N LINCOLN AVE,CHICAGO,2031,20
HW538978,9395273,11/18/13,041A,BATTERY,FIREARM,1-SUSPENDED,38XX W 65TH PL,CHICAGO,0833,08
HW539108,9395313,11/19/13,041A,BATTERY,FIREARM,1-SUSPENDED,21XX N CLYBOURN AVE,CHICAGO,1811,18
