RD,ID,Date,IUCR,IUCR Primary Description,Weapon Used,Status,Address,City,Beat,District
JA414090,11073848,09/01/17,041A,BATTERY,FIREARM,1-SUSPENDED,10XX W 103RD ST,CHICAGO,2232,22
JA414192,11073884,09/01/17,033A,ROBBERY,FIREARM,1-SUSPENDED,37XX W 16TH ST,CHICAGO,1014,10
JA414496,11074288,09/01/17,041A,BATTERY,FIREARM,1-SUSPENDED,34XX W HURON ST,CHICAGO,1121,11
JA414774,11074417,09/01/17,041A,BATTERY,FIREARM,1-SUSPENDED,69XX S INDIANA AVE,CHICAGO,0322,03
JA414844,11074427,09/01/17,041A,BATTERY,FIREARM,1-SUSPENDED,9XX N LAVERGNE AVE,CHICAGO,1531,15
JA414887,11074504,09/01/17,041A,BATTERY,FIREARM,1-SUSPENDED,62XX S MAY ST,CHICAGO,0712,07
JA415452,11074830,09/01/17,041A,BATTERY,FIREARM,1-SUSPENDED,41XX W CONGRESS PKWY,CHICAGO,1132,11
JA415519,11075008,09/02/17,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,83XX S HERMITAGE AVE,CHICAGO,0614,06
JA415576,11074996,09/02/17,041A,BATTERY,FIREARM,1-SUSPENDED,43XX W WILCOX ST,CHICAGO,1115,11
JA415586,11074997,09/02/17,041A,BATTERY,FIREARM,1-SUSPENDED,18XX N MASON AVE,CHICAGO,2531,25
JA415592,11074977,09/02/17,041A,BATTERY,FIREARM,1-SUSPENDED,28XX N CALIFORNIA AVE,CHICAGO,1411,14
JA415643,11075024,09/02/17,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,10XX N WALLER AVE,CHICAGO,1511,15
JA416037,11075296,09/02/17,041A,BATTERY,FIREARM,1-SUSPENDED,69XX S PAULINA ST,CHICAGO,0735,07
JA416788,11075777,09/03/17,041A,BATTERY,FIREARM,1-SUSPENDED,47XX W MADISON ST,CHICAGO,1113,11
JA416724,11075740,09/03/17,041A,BATTERY,FIREARM,3-CLEARED CLOSED,31XX N LUNA AVE,CHICAGO,2514,25
JA416804,11075800,09/03/17,041A,BATTERY,FIREARM,1-SUSPENDED,25XX S SPAULDING AVE,CHICAGO,1024,10
JA416852,11075853,09/03/17,041A,BATTERY,FIREARM,1-SUSPENDED,9XX N CENTRAL AVE,CHICAGO,1524,15
JA417264,11076171,09/03/17,041A,BATTERY,FIREARM,3-CLEARED CLOSED,48XX W CHICAGO AVE,CHICAGO,1531,15
JA417507,11076349,09/03/17,041A,BATTERY,FIREARM,1-SUSPENDED,43XX W NORTH AVE,CHICAGO,2534,25
JA417622,11076431,09/03/17,041A,BATTERY,FIREARM,1-SUSPENDED,64XX S INGLESIDE AVE,CHICAGO,0314,03
JA417671,11076485,09/03/17,041B,BATTERY,FIREARM,1-SUSPENDED,18XX W 44TH ST,CHICAGO,0924,09
JA417720,11076537,09/03/17,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,8XX W 102ND ST,CHICAGO,2232,22
JA417818,11076644,09/03/17,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,59XX W BELDEN AVE,CHICAGO,2515,25
JA417880,11076673,09/03/17,041A,BATTERY,FIREARM,1-SUSPENDED,24XX S HARDING AVE,CHICAGO,1013,10
JA417912,11076595,09/04/17,041A,BATTERY,FIREARM,1-SUSPENDED,63XX S COTTAGE GROVE AVE,CHICAGO,0312,03
JA418046,11076715,09/04/17,041A,BATTERY,FIREARM,1-SUSPENDED,33XX W WALNUT ST,CHICAGO,1123,11
JA418052,11076745,09/04/17,031A,ROBBERY,FIREARM,1-SUSPENDED,18XX W ARMITAGE AVE,CHICAGO,1434,14
JA418137,11076917,09/04/17,041A,BATTERY,FIREARM,1-SUSPENDED,70XX S MERRILL AVE,CHICAGO,0331,03
JA418229,11076921,09/04/17,041A,BATTERY,FIREARM,1-SUSPENDED,15XX E 68TH ST,CHICAGO,0332,03
JA418253,11077065,09/04/17,041A,BATTERY,FIREARM,3-CLEARED CLOSED,82XX S CLYDE AVE,CHICAGO,0414,04
JA418556,11077141,09/04/17,041A,BATTERY,FIREARM,1-SUSPENDED,51XX S WESTERN BLVD,CHICAGO,0932,09
JA418575,11077209,09/04/17,041A,BATTERY,FIREARM,1-SUSPENDED,30XX W 61ST ST,CHICAGO,0823,08
JA418633,11077279,09/04/17,041A,BATTERY,FIREARM,1-SUSPENDED,66XX S CALIFORNIA AVE,CHICAGO,0831,08
JA418751,11077360,09/04/17,110,HOMICIDE,FIREARM,5-EX CLEARED CLOSED,48XX W WASHINGTON BLVD,CHICAGO,1532,15
JA418824,11077428,09/04/17,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,15XX S DRAKE AVE,CHICAGO,1021,10
JA418987,11077484,09/04/17,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,44XX S LAWLER AVE,CHICAGO,0814,08
JA419015,11077531,09/04/17,041A,BATTERY,FIREARM,1-SUSPENDED,13XX S MILLARD AVE,CHICAGO,1011,10
JA419125,11077587,09/05/17,041A,BATTERY,FIREARM,1-SUSPENDED,XX W 103RD ST,CHICAGO,0511,05
JA419923,11078377,09/05/17,041A,BATTERY,FIREARM,0-OPEN ASSIGNED,23XX W JACKSON BLVD,CHICAGO,1225,12
JA419944,11078480,09/05/17,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,80XX S MANISTEE AVE,CHICAGO,0422,04
JA420221,11078575,09/05/17,041A,BATTERY,FIREARM,3-CLEARED CLOSED,61XX S ASHLAND AVE,CHICAGO,0714,07
JA420356,11078646,09/05/17,041A,BATTERY,FIREARM,1-SUSPENDED,35XX W JACKSON BLVD,CHICAGO,1123,11
JA420413,11078709,09/05/17,041A,BATTERY,FIREARM,1-SUSPENDED,8XX N LECLAIRE AVE,CHICAGO,1531,15
JA420481,11078785,09/06/17,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,52XX W GLADYS AVE,CHICAGO,1522,15
JA420540,11078858,09/06/17,041A,BATTERY,FIREARM,1-SUSPENDED,72XX S PEORIA ST,CHICAGO,0733,07
JA420687,11079116,09/06/17,488,BATTERY,FIREARM,5-EX CLEARED CLOSED,91XX S COTTAGE GROVE AVE,CHICAGO,0633,06
JA421314,11079448,09/06/17,041A,BATTERY,FIREARM,1-SUSPENDED,27XX W MADISON ST,CHICAGO,1222,12
JA421434,11079449,09/06/17,041A,BATTERY,FIREARM,1-SUSPENDED,26XX S AVERS AVE,CHICAGO,1031,10
JA421509,11079559,09/06/17,041A,BATTERY,FIREARM,1-SUSPENDED,13XX N HOMAN AVE,CHICAGO,1422,14
